key,value,formula,multiplier
non_operating_income,Non-operating income,,1
non_operating_expense,Non-operating expenses,,-1
pnl_associates_equity,Share of profit (loss) of associates accounted for using equity method,,1
pnl_joint_ventures,Share of profit (loss) of joint ventures accounted for using equity method,,1
total_profit_before_tax,Total profit (loss) before tax,"total_operating_income_expense,non_operating_income_expense",1
tax_benefit,Tax benefit (expenses),,1
total_profit_operations,Total profit (loss) from continuing operations,"total_profit_before_tax,tax_benefit",1
pnl_discountinued_operations,Profit (loss) from discontinued operations,,1
total_profit,Total profit (loss),"total_profit_operations,pnl_discountinued_operations",1
other_comprehensive_on_revaluation_ppe,"Other comprehensive income for gains (losses) on revaluation of property and equipment, before tax",,1
other_income_to_obligation,"Other comprehensive income for remeasurement of defined benefit obligation, before tax",,1
other_income_not_to_pnl,"Other adjustments to other comprehensive income that will not be reclassified to profit or loss, before tax",,1
total_other_income,"Total other comprehensive income that will not be reclassified to profit or loss, before tax","other_comprehensive_on_revaluation_ppe,other_income_to_obligation,other_income_not_to_pnl",1
gains_diff_translation,"Gains (losses) on exchange differences on translation, before tax",,1
reclassification_adjustment,"Reclassification adjustments on exchange differences on translation, before tax",,-1
unrealized_income,"Unrealised gains (losses) on changes in fair value through other comprehensive income, before tax",,1
reclassified_adjustment,"Reclassification adjustments on fair value through other comprehensive income financial assets, before tax",,-1
gains_on_cashflow,"Gains (losses) on cash flow hedges, before tax",,1
reclassification_on_cashflow,"Reclassification adjustments on cash flow hedges, before tax",,-1
carrying_amount,"Carrying amount of non-financial asset (liability) whose acquisition or incurrence was hedged on highly probable forecast transaction, adjusted from equity, before tax",,1
gains_on_investments,"Gains (losses) on hedges of net investments in foreign operations, before tax",,1
reclassification_foreign_ops,"Reclassification adjustments on hedges of net investments in foreign operations, before tax",,-1
share_on_equity,"Share of other comprehensive income of associates accounted for using equity method, before tax",,1
share_on_joint_ventures,"Share of other comprehensive income of joint ventures accounted for using equity method, before tax",,1
other_adjustment_pnl,"Other adjustments to other comprehensive income that may be reclassified to profit or loss, before tax",,1
total_other_income_to_pnl,"Total other comprehensive income that may be reclassified to profit or loss, before tax","gains_diff_translation,reclassified_adjustment,gains_on_cashflow,reclassification_on_cashflow,carrying_amount,gains_on_investments,reclassification_foreign_ops,share_on_equity,share_on_joint_ventures,other_adjustment_pnl",1
total_comprehensive_income_before_tax,"Total other comprehensive income, before tax","total_other_income,total_other_income_to_pnl",1
tax_on_comprehensive_income,Tax on other comprehensive income,,-1
total_comprehensive_income_after_tax,"Total other comprehensive income, after tax","total_comprehensive_income_before_tax,-tax_on_comprehensive_income",1
total_comprehensive_income,Total comprehensive income,"total_comprehensive_income_after_tax,total_profit",1
pnl_attibutable,Profit (loss) attributable to,"pnl_to_parent,pnl_to_nci",1
pnl_to_parent,Profit (loss) attributable to parent entity,,1
pnl_to_nci,Profit (loss) attributable to non-controlling interests,,1
comprehensive_income,Comprehensive income attributable to,"comprehensive_income_to_parent,comprehensive_income_to_nci",1
comprehensive_income_to_parent,Comprehensive income attributable to parent entity,,1
comprehensive_income_to_nci,Comprehensive income attributable to non-controlling interests,,1
eps,Earnings (loss) per share,"basic_earnings,diluted_earnings",1
basic_earnings,Basic earnings per share attributable to equity owners of the parent entity,"basic_earnings_ops,basic_earnings_discontinued_ops",1
basic_earnings_ops,Basic earnings (loss) per share from continuing operations,,1
basic_earnings_discontinued_ops,Basic earnings (loss) per share from discontinued operations,,1
diluted_earnings,Diluted earnings (loss) per share,"diluted_earnings_ops,diluted_earnings_discontinued_ops",1
diluted_earnings_ops,Diluted earnings (loss) per share from continuing operations,,1
diluted_earnings_discontinued_ops,Diluted earnings (loss) per share from discontinued operations,,1
